Car Name,Rating,Exterior & Body,Engine/Transmission/Clutch,Suspension/Steering,Interior,AC/Heater,Price,Model Date,Mileage,Fuel Type,Transmission,Last Updated Date,Offer URL
Toyota Corolla Altis X Automatic 1.6,9.9/10,100%,100%,100%,97%,100%,PKR 59.9 lacs,2022.0,"17,261 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-8039430
KIA Picanto 1.0 AT,8.8/10,60%,100%,100%,97%,100%,PKR 29.5 lacs,2021.0,"45,835 km",Petrol,Automatic,"Dec 01, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-karachi-8144657
Honda Civic RS,9.8/10,93%,100%,100%,100%,100%,PKR 90 lacs,2022.0,"20,441 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-7817468
Toyota Yaris ATIV X CVT 1.5,9.5/10,85%,100%,100%,97%,100%,PKR 50 lacs,2020.0,"33,769 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2020-for-sale-in-karachi-8152888
Honda HR-V VTi-S,9.9/10,97%,100%,100%,100%,100%,PKR 79 lacs,2022.0,"4,814 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-hr-v-2022-for-sale-in-rawalpindi-8150494
Haval H6 HEV,9.7/10,91%,100%,100%,100%,100%,PKR 1.15 crore,,"22,303 km",Hybrid,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/haval-h6-2023-for-sale-in-lahore-8155613
MG ZS 1.5L,9.9/10,98%,100%,100%,100%,100%,PKR 55 lacs,2022.0,"17,499 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/mg-zs-2022-for-sale-in-karachi-8146394
Chery Tiggo 8 Pro 1.6 DEX Plus,10-Oct,99%,100%,100%,100%,100%,PKR 1.03 crore,,"2,641 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/chery-tiggo-8-pro-2023-for-sale-in-karachi-8135600
Suzuki Wagon R VXR,8.9/10,69%,100%,100%,87%,100%,PKR 25.5 lacs,2022.0,"19,540 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-karachi-8050919
Nissan Leaf,9.9/10,98%,100%,100%,100%,100%,PKR 1.15 crore,2020.0,"14,323 km",,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/nissan-leaf-2020-for-sale-in-karachi-8156487
MG HS 1.5 Turbo,9.3/10,78%,100%,100%,96%,100%,PKR 70 lacs,2021.0,"29,933 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-karachi-7995148
KIA Sorento 3.5 FWD,10-Oct,99%,100%,100%,100%,100%,PKR 1.15 crore,,"5,206 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-sorento-2023-for-sale-in-islamabad-8150371
Honda City 1.3 i-VTEC,9.2/10,76%,100%,100%,95%,100%,PKR 35.5 lacs,2018.0,"80,208 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-8147045
Toyota Prado TX 2.7,9.8/10,98%,100%,100%,97%,100%,PKR 2.75 crore,2018.0,"36,595 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-prado-2018-for-sale-in-gujranwala-8034308
Suzuki Swift GL Manual,9.7/10,91%,100%,100%,97%,100%,PKR 36 lacs,2022.0,"26,796 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-karachi-8140358
Suzuki Swift GLX CVT,9.9/10,98%,100%,100%,97%,100%,PKR 49 lacs,2022.0,"2,874 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-rawalpindi-8150582
Daihatsu Mira X SA lll,9.6/10,89%,100%,100%,97%,100%,PKR 41 lacs,2020.0,"6,345 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/daihatsu-mira-2020-for-sale-in-faisalabad-8156328
Honda City 1.2L CVT,9.7/10,94%,100%,100%,98%,100%,PKR 45.5 lacs,2022.0,"5,158 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-8130413
Toyota Hilux Revo V Automatic 2.8,8.9/10,65%,100%,100%,100%,100%,PKR 1.15 crore,2020.0,"54,447 km",Diesel,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-hilux-2020-for-sale-in-karachi-8113763
Hyundai Sonata 2.5,9.8/10,94%,100%,100%,100%,100%,PKR 1.12 crore,2022.0,"17,345 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-islamabad-8154118
MG HS 1.5 Turbo,9.0/10,67%,100%,100%,100%,100%,PKR 73.25 lacs,,"22,211 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/mg-hs-2023-for-sale-in-islamabad-8154022
Toyota Corolla Altis Grande 1.8,9.6/10,88%,100%,100%,98%,100%,PKR 57.5 lacs,2018.0,"53,607 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-8150863
Suzuki Cultus VXR,8.4/10,49%,100%,100%,93%,100%,PKR 24 lacs,2019.0,"43,236 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-karachi-8152783
KIA Sportage AWD,9.7/10,89%,100%,100%,100%,100%,PKR 83 lacs,2022.0,"10,685 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-gujranwala-8150195
Nissan Serena,9.5/10,86%,100%,100%,95%,100%,PKR 95 lacs,2019.0,"43,576 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/nissan-serena-2019-for-sale-in-gujranwala-8096514
Toyota Pixis Epoch,9.2/10,78%,100%,100%,97%,100%,PKR 35.5 lacs,2019.0,"23,507 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-pixis-epoch-2019-for-sale-in-gujranwala-8121346
Toyota Land Cruiser ZX,9.1/10,69%,100%,100%,100%,100%,PKR 4.2 crore,2016.0,"101,149 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2016-for-sale-in-gujranwala-7917632
Toyota Yaris ATIV MT 1.3,9.5/10,87%,100%,100%,97%,100%,PKR 40 lacs,2021.0,"28,165 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-gujranwala-7933828
Toyota Corolla Altis X Automatic 1.6,9.6/10,90%,100%,100%,95%,100%,PKR 57.5 lacs,2021.0,"45,449 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-gujranwala-7963198
Toyota Yaris ATIV X CVT 1.5,9.0/10,68%,100%,96%,97%,100%,PKR 44 lacs,2021.0,"45,755 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-gujranwala-7974217
KIA Stonic EX+,9.9/10,98%,100%,100%,100%,100%,PKR 57.5 lacs,2022.0,"6,130 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-stonic-2022-for-sale-in-gujranwala-7985046
Hyundai Sonata 2.5,9.9/10,96%,100%,100%,100%,100%,PKR 1.14 crore,,"2,556 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-sonata-2023-for-sale-in-gujranwala-8033439
KIA Sportage FWD,9.9/10,99%,100%,100%,97%,100%,PKR 79 lacs,2021.0,"8,719 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-gujranwala-7977409
Peugeot 2008 Allure,10-Oct,100%,100%,100%,100%,100%,PKR 78.9 lacs,,11 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/peugeot-2008-2023-for-sale-in-gujranwala-7973512
Suzuki Hustler G,9.4/10,82%,100%,100%,95%,100%,PKR 39 lacs,2020.0,"31,657 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-hustler-2020-for-sale-in-gujranwala-8040478
Daihatsu Cast Sport Turbo SA III,9.6/10,93%,100%,100%,97%,100%,PKR 39 lacs,2020.0,"10,150 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/daihatsu-cast-2020-for-sale-in-gujranwala-8047475
KIA Picanto 1.0 MT,9.4/10,79%,100%,100%,100%,100%,PKR 28 lacs,2021.0,"21,900 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-gujranwala-8085926
KIA Sportage Alpha,9.8/10,92%,100%,100%,100%,100%,PKR 64.5 lacs,2021.0,"45,810 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-gujranwala-8049835
Toyota Prado TX Limited 2.7,9.2/10,78%,100%,100%,100%,100%,PKR 3.1 crore,2018.0,"41,610 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-prado-2018-for-sale-in-gujranwala-8018403
KIA Picanto 1.0 MT,9.2/10,75%,100%,96%,100%,100%,PKR 26.5 lacs,2021.0,"33,819 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-gujranwala-8102851
Toyota Corolla Altis X Manual 1.6,9.4/10,83%,100%,100%,97%,100%,PKR 55 lacs,2022.0,"38,677 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-gujranwala-8006486
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,9.5/10,83%,100%,100%,100%,100%,PKR 65 lacs,2021.0,"73,318 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-gujranwala-8105825
Hyundai Sonata 2.5,10-Oct,99%,100%,100%,100%,100%,PKR 1.2 crore,,"1,375 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-sonata-2023-for-sale-in-lahore-8152469
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,9.5/10,91%,100%,100%,95%,100%,PKR 67.5 lacs,2021.0,"61,416 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-peshawar-7861252
Suzuki Swift GLX CVT,9.5/10,85%,100%,100%,100%,100%,PKR 45 lacs,2022.0,"10,174 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-peshawar-8019893
Proton X70 Premium FWD,9.4/10,82%,100%,100%,95%,100%,PKR 84.5 lacs,,"9,468 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/proton-x70-2023-for-sale-in-peshawar-8041299
Hyundai Tucson AWD A/T Ultimate,9.8/10,96%,100%,100%,100%,100%,PKR 83 lacs,2021.0,"78,350 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-peshawar-7977821
KIA Picanto 1.0 AT,9.6/10,88%,100%,100%,100%,100%,PKR 35 lacs,2022.0,"5,485 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-peshawar-7982578
Changan Karvaan Plus,9.7/10,89%,100%,100%,100%,100%,PKR 28 lacs,,"8,345 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/changan-karvaan-2023-for-sale-in-faisalabad-8141172
Hyundai Elantra GLS,9.8/10,95%,100%,100%,98%,100%,PKR 64 lacs,2021.0,"21,437 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-karachi-8153960
Suzuki Cultus VXL,9.5/10,85%,100%,100%,97%,100%,PKR 33.5 lacs,2021.0,"21,810 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-karachi-8100393
Honda BR-V i-VTEC S,9.7/10,91%,100%,100%,100%,100%,PKR 59.5 lacs,2022.0,"11,396 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-br-v-2022-for-sale-in-karachi-8149137
Suzuki Cultus VXL,8.4/10,52%,98%,100%,87%,100%,PKR 27.8 lacs,2020.0,"66,234 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-cultus-2020-for-sale-in-karachi-8063488
Toyota Corolla Axio G,8.5/10,49%,100%,100%,100%,100%,PKR 67.5 lacs,2017.0,"96,842 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-axio-2017-for-sale-in-karachi-8118827
KIA Picanto 1.0 AT,8.8/10,60%,100%,100%,97%,100%,PKR 29.5 lacs,2021.0,"45,835 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-karachi-8144657
Honda City 1.5L ASPIRE CVT,9.7/10,89%,100%,100%,99%,100%,PKR 49.5 lacs,2021.0,"16,603 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-8131868
Honda City 1.3 i-VTEC Prosmatec,8.4/10,49%,100%,100%,97%,100%,PKR 38 lacs,2019.0,"40,258 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-8147451
Suzuki Alto VXL AGS,9.2/10,76%,100%,100%,95%,100%,PKR 28.5 lacs,2022.0,"13,955 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-karachi-8153847
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,9.7/10,91%,100%,100%,95%,100%,PKR 61 lacs,2021.0,"29,662 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8067310
Audi A5 S-Line Competition,8.8/10,74%,100%,100%,89%,100%,PKR 1.14 crore,2015.0,"9,667 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/audi-a5-2015-for-sale-in-karachi-8043994
Toyota Fortuner 2.7 VVTi,8.5/10,57%,98%,100%,80%,100%,PKR 1.17 crore,2017.0,"72,612 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-karachi-7892742
Honda Civic Oriel 1.8 i-VTEC CVT,9.6/10,90%,100%,100%,100%,100%,PKR 68 lacs,2021.0,"16,848 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8054366
DFSK Glory 580 Pro,9.7/10,89%,100%,100%,100%,100%,PKR 61 lacs,2022.0,"19,329 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/dfsk-glory-580-2022-for-sale-in-karachi-8113480
Suzuki Alto L,9.9/10,96%,100%,100%,98%,100%,PKR 34.5 lacs,2020.0,"5,171 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-karachi-7972324
Honda BR-V i-VTEC S,9.9/10,95%,100%,100%,100%,100%,PKR 59 lacs,2021.0,"14,025 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-br-v-2021-for-sale-in-karachi-8123013
FAW V2 VCT-i,7.8/10,32%,97%,100%,97%,100%,PKR 13.3 lacs,2017.0,"57,982 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/faw-v2-2017-for-sale-in-karachi-8099887
Honda Civic Oriel 1.8 i-VTEC CVT,9.1/10,72%,100%,100%,95%,100%,PKR 55.5 lacs,2019.0,"36,761 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-8121142
Honda Civic Oriel 1.8 i-VTEC CVT,9.1/10,74%,100%,100%,97%,100%,PKR 53.5 lacs,2019.0,"55,063 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-8080176
Toyota Corolla Altis X Automatic 1.6 Special Edition,9.8/10,92%,100%,100%,97%,100%,PKR 65 lacs,2021.0,"57,815 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8147119
Toyota Land Cruiser ZX,9.7/10,91%,100%,100%,97%,100%,PKR 4 crore,2013.0,"33,968 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2013-for-sale-in-karachi-8107604
Toyota Corolla Altis X Automatic 1.6,9.0/10,69%,100%,100%,90%,100%,PKR 58.5 lacs,2022.0,"17,799 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-8110606
Honda Civic 1.8 i-VTEC CVT,9.8/10,94%,100%,100%,98%,100%,PKR 54 lacs,2020.0,"38,443 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-8054362
Proton Saga 1.3L Standard M/T,9.0/10,77%,95%,100%,91%,100%,PKR 35 lacs,2021.0,"36,442 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/proton-saga-2021-for-sale-in-karachi-8078779
Toyota Corolla Altis 1.6 X CVT-i Special Edition,10-Oct,100%,100%,100%,97%,100%,PKR 73.5 lacs,,340 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-8030965
Haval Jolion 1.5T,9.5/10,84%,100%,100%,100%,100%,PKR 87.5 lacs,,330 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/haval-jolion-2023-for-sale-in-karachi-8076431
Toyota Yaris Hatchback G 1.0,9.1/10,71%,100%,100%,100%,100%,PKR 49 lacs,2020.0,"61,872 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2020-for-sale-in-karachi-7937487
Suzuki Jimny,8.4/10,54%,98%,100%,89%,100%,PKR 26.5 lacs,2012.0,"92,256 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-jimny-2012-for-sale-in-karachi-7992130
Mercedes Benz C Class C180 Avantgarde,10-Oct,100%,100%,100%,100%,100%,PKR 2.2 crore,2020.0,"13,653 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2020-for-sale-in-karachi-7894677
Toyota Corolla Altis X Automatic 1.6 Special Edition,9.7/10,91%,100%,100%,97%,100%,PKR 65 lacs,2021.0,"18,917 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8086161
KIA Picanto 1.0 AT,9.5/10,89%,100%,100%,87%,100%,PKR 33 lacs,2022.0,"9,148 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-karachi-7903655
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,10-Oct,100%,100%,100%,100%,100%,PKR 72 lacs,2021.0,"7,908 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8005300
Toyota Yaris ATIV X CVT 1.5,9.2/10,76%,100%,100%,95%,100%,PKR 45.5 lacs,2021.0,"6,088 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-7902806
Nissan Dayz Highway star G,9.5/10,85%,100%,100%,95%,100%,PKR 42.5 lacs,2020.0,"46,061 km",Hybrid,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/nissan-dayz-2020-for-sale-in-karachi-8090188
Toyota Corolla Altis Grande CVT-i 1.8,9.6/10,91%,98%,100%,94%,100%,PKR 57.5 lacs,2020.0,"39,389 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7963382
Suzuki Bolan VX Euro II,8.3/10,65%,100%,100%,85%,,PKR 17 lacs,2021.0,"21,822 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-bolan-2021-for-sale-in-karachi-7981127
Toyota Yaris ATIV X CVT 1.5,9.8/10,94%,100%,100%,97%,100%,PKR 56 lacs,2021.0,"5,521 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-7891992
KIA Stonic EX+,9.7/10,90%,100%,100%,100%,100%,PKR 62 lacs,,"3,642 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-stonic-2023-for-sale-in-karachi-7939934
Toyota Yaris ATIV X CVT 1.5,9.3/10,78%,100%,100%,97%,100%,PKR 53 lacs,2022.0,"14,857 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-karachi-7939833
Toyota Prius PHV (Plug In Hybrid),9.1/10,77%,100%,100%,83%,100%,PKR 1.15 crore,2019.0,"40,932 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-prius-2019-for-sale-in-karachi-7896220
Toyota Corolla Altis X Automatic 1.6,9.2/10,74%,100%,100%,100%,100%,PKR 54 lacs,2021.0,"30,880 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8020466
Toyota Corolla Altis X Automatic 1.6,9.3/10,80%,100%,100%,92%,100%,PKR 53 lacs,2021.0,"26,588 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7979495
Honda Civic Turbo 1.5 VTEC CVT,9.4/10,81%,100%,100%,93%,100%,PKR 49.5 lacs,2016.0,"62,411 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-7892295
Changan Oshan X7 FutureSense,10-Oct,100%,100%,100%,100%,100%,PKR 87 lacs,2022.0,"3,555 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/changan-oshan-x7-2022-for-sale-in-karachi-8013012
Suzuki Swift GL CVT,9.4/10,81%,100%,100%,92%,100%,PKR 38 lacs,2022.0,"30,176 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-karachi-8023385
Changan Karvaan Plus,9.8/10,92%,100%,100%,100%,100%,PKR 26.8 lacs,,"1,989 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/changan-karvaan-2023-for-sale-in-karachi-8037742
Suzuki Wagon R Hybrid FX,8.6/10,58%,100%,100%,89%,100%,PKR 35 lacs,2020.0,"32,382 km",Hybrid,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2020-for-sale-in-karachi-8063320
Toyota Corolla Altis Automatic 1.6,8.0/10,40%,98%,100%,91%,100%,PKR 48.5 lacs,2019.0,"58,350 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-8063330
KIA Sorento 3.5 FWD,9.7/10,93%,100%,96%,98%,100%,PKR 1.04 crore,2021.0,"26,120 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/kia-sorento-2021-for-sale-in-karachi-7999688
Changan Alsvin 1.5L DCT Lumiere,9.6/10,90%,100%,100%,93%,100%,PKR 39.9 lacs,2022.0,"15,926 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-karachi-8063340
Honda City 1.2L CVT,10-Oct,100%,100%,100%,100%,100%,PKR 49 lacs,2022.0,"2,291 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-8069650
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,10-Oct,99%,100%,100%,97%,100%,PKR 72.3 lacs,,"4,068 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-8060928
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,9.9/10,98%,100%,100%,100%,100%,PKR 69.65 lacs,2022.0,"11,278 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-8079909
Suzuki Alto VXL AGS,9.1/10,73%,100%,100%,87%,100%,PKR 31.5 lacs,2022.0,"9,578 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-karachi-8021600
Toyota Fortuner Legender,9.8/10,95%,100%,100%,100%,100%,PKR 1.93 crore,2022.0,"15,640 km",Diesel,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-karachi-8040970
Suzuki Cultus VXL,9.4/10,85%,100%,100%,93%,100%,PKR 33 lacs,2021.0,"29,073 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-karachi-8092608
Honda City 1.5L ASPIRE CVT,9.5/10,84%,100%,100%,100%,100%,PKR 47.5 lacs,2021.0,"12,499 km",Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-8065017
Haval H6 HEV,9.6/10,88%,100%,100%,100%,100%,PKR 1.24 crore,,428 km,Hybrid,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/haval-h6-2023-for-sale-in-karachi-8067189
Suzuki Wagon R VXL,9.6/10,90%,100%,100%,92%,100%,PKR 28.5 lacs,2022.0,"9,187 km",Petrol,,"Dec 02, 2023",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-karachi-8072745
Toyota Corolla Altis X Automatic 1.6 Special Edition,10-Oct,100%,100%,100%,100%,100%,PKR 75 lacs,,54 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-8029817
Hyundai Tucson FWD A/T GLS Sport,10-Oct,100%,100%,100%,100%,100%,PKR 80 lacs,,64 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-karachi-8078481
Toyota Corolla Altis 1.6 X CVT-i Special Edition,10-Oct,100%,100%,100%,100%,100%,PKR 72 lacs,,113 km,Petrol,Automatic,"Dec 02, 2023",https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-8011458
